_fila_bronze,errores_bloqueantes,calidad_motivo,calidad_estado,clave_lectura_bronze,clave_lectura_normalizada,timestamp_original,viaje_id_original,order_id_original,camion_id_original,producto_id_original,temperatura_cabina_c_original,temp_unit_original,humedad_cabina_pct_original,desviacion_termica_flag_original,desviacion_proximos_60min_flag_original,timestamp_utc_normalizado,temperatura_c_normalizada,lectura_clave_duplicada,ocurrencias_clave_lectura,corresponde_wms_silver,corresponde_producto_silver,corresponde_flota_silver,motivos_transformacion,motivos_imputacion,banderas_informativas,conteo_transformaciones,conteo_errores_bloqueantes,conteo_banderas_informativas
4594,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00192 | 2026-08-23 05:30:00,VIA-00192 | 2026-08-23 09:30:00+00:00,2026-08-23 05:30:00,VIA-00192,ORD-2026-05621,CAM-11,PROD-004,,C,86.5,0,0,2026-08-23 09:30:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
4600,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00192 | 2026-08-23 08:30:00,VIA-00192 | 2026-08-23 12:30:00+00:00,2026-08-23 08:30:00,VIA-00192,ORD-2026-05621,CAM-11,PROD-004,,C,68.2,0,0,2026-08-23 12:30:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
4635,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00194 | 2026-08-18 04:11:00,VIA-00194 | 2026-08-18 08:11:00+00:00,2026-08-18 04:11:00,VIA-00194,ORD-2026-06568,CAM-16,PROD-030,21.32,C,63.3,0,0,2026-08-18 08:11:00+00:00,21.32,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
4675,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00195 | 2026-08-24 08:13:00,VIA-00195 | 2026-08-24 12:13:00+00:00,2026-08-24 08:13:00,VIA-00195,ORD-2026-01977,CAM-26,PROD-011,,C,84.2,0,0,2026-08-24 12:13:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
4721,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00197 | 2026-08-19 21:30:00,VIA-00197 | 2026-08-20 01:30:00+00:00,2026-08-19 21:30:00,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,15.39,C,44.7,0,0,2026-08-20 01:30:00+00:00,15.39,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
4769,IOT-FEC-002,Fecha imposible o instante inexistente en America/La_Paz; no se puede fijar el instante,cuarentena,VIA-00199 | 2026-02-31 09:15:00,,2026-02-31 09:15:00,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,16.79,C,42.4,0,0,,16.79,False,1,si,si,si,,,,0,1,0
4837,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00202 | 2026-08-14 14:06:00,VIA-00202 | 2026-08-14 18:06:00+00:00,2026-08-14 14:06:00,VIA-00202,ORD-2026-05095,CAM-30,PROD-018,-999.0,C,46.9,0,0,2026-08-14 18:06:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
5010,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00209 | 2026-08-27 00:06:00,VIA-00209 | 2026-08-27 04:06:00+00:00,2026-08-27 00:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-18.24,C,84.3,0,1,2026-08-27 04:06:00+00:00,-18.24,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
5044,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00211 | 2026-08-02 02:10:00,VIA-00211 | 2026-08-02 06:10:00+00:00,2026-08-02 02:10:00,VIA-00211,ORD-2026-00598,CAM-08,PROD-038,-999.0,C,52.2,0,1,2026-08-02 06:10:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
5162,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00216 | 2026-08-18 12:40:00,VIA-00216 | 2026-08-18 16:40:00+00:00,2026-08-18 12:40:00,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,-999.0,C,75.3,0,0,2026-08-18 16:40:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
5186,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00217 | 2026-08-12 12:57:00,VIA-00217 | 2026-08-12 16:57:00+00:00,2026-08-12 12:57:00,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,3.57,C,75.6,0,0,2026-08-12 16:57:00+00:00,3.57,True,2,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
5223,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00218 | 2026-08-26 13:40:00,VIA-00218 | 2026-08-26 17:40:00+00:00,2026-08-26 13:40:00,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,-999.0,C,49.9,0,0,2026-08-26 17:40:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
5253,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00219 | 2026-08-31 04:55:00,VIA-00219 | 2026-08-31 08:55:00+00:00,2026-08-31 04:55:00,VIA-00219,ORD-2026-04699,CAM-19,PROD-029,-999.0,C,48.9,0,0,2026-08-31 08:55:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
5317,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00222 | 2026-08-30 05:48:00,VIA-00222 | 2026-08-30 09:48:00+00:00,2026-08-30 05:48:00,VIA-00222,ORD-2026-02741,CAM-15,PROD-008,,C,66.7,1,1,2026-08-30 09:48:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
5371,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00224 | 2026-08-22 01:33:00,VIA-00224 | 2026-08-22 05:33:00+00:00,2026-08-22 01:33:00,VIA-00224,ORD-2026-04902,CAM-04,PROD-006,-999.0,C,41.6,0,0,2026-08-22 05:33:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
5610,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00234 | 2026-08-18 04:25:00,VIA-00234 | 2026-08-18 08:25:00+00:00,2026-08-18 04:25:00,VIA-00234,ORD-2026-01178,CAM-03,PROD-010,,C,50.7,0,0,2026-08-18 08:25:00+00:00,,False,1,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
5629,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00235 | 2026-08-23 21:33:00,VIA-00235 | 2026-08-24 01:33:00+00:00,2026-08-23 21:33:00,VIA-00235,ORD-2026-04152,CAM-10,PROD-035,-999.0,C,72.8,0,0,2026-08-24 01:33:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
5660,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00236 | 2026-08-10 20:07:00,VIA-00236 | 2026-08-11 00:07:00+00:00,2026-08-10 20:07:00,VIA-00236,ORD-2026-03207,CAM-29,PROD-050,22.03,C,41.3,0,0,2026-08-11 00:07:00+00:00,22.03,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
5787,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00242 | 2026-08-18 17:23:00,VIA-00242 | 2026-08-18 21:23:00+00:00,2026-08-18 17:23:00,VIA-00242,ORD-2026-04829,CAM-27,PROD-004,2.93,C,78.1,0,0,2026-08-18 21:23:00+00:00,2.93,True,2,no,si,no,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-003,1,1,2
5824,IOT-FEC-002,Fecha imposible o instante inexistente en America/La_Paz; no se puede fijar el instante,cuarentena,VIA-00243 | 2026-02-31 09:15:00,,2026-02-31 09:15:00,VIA-00243,ORD-2026-02147,CAM-24,PROD-058,-17.9,C,74.8,0,0,,-17.9,False,1,si,si,si,,,,0,1,0
5857,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00244 | 2026-08-20 20:53:00,VIA-00244 | 2026-08-21 00:53:00+00:00,2026-08-20 20:53:00,VIA-00244,ORD-2026-06776,CAM-08,PROD-027,,C,67.8,0,0,2026-08-21 00:53:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
6175,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00258 | 2026-08-18 08:24:00,VIA-00258 | 2026-08-18 12:24:00+00:00,2026-08-18 08:24:00,VIA-00258,ORD-2026-04678,CAM-08,PROD-058,-999.0,C,81.8,0,0,2026-08-18 12:24:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
6188,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00258 | 2026-08-18 14:54:00,VIA-00258 | 2026-08-18 18:54:00+00:00,2026-08-18 14:54:00,VIA-00258,ORD-2026-04678,CAM-08,PROD-058,-18.64,C,70.4,0,0,2026-08-18 18:54:00+00:00,-18.64,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
6195,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00259 | 2026-08-19 11:40:00,VIA-00259 | 2026-08-19 15:40:00+00:00,2026-08-19 11:40:00,VIA-00259,ORD-2026-04308,CAM-28,PROD-028,18.88,C,43.4,0,0,2026-08-19 15:40:00+00:00,18.88,True,2,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
6219,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00260 | 2026-08-02 21:34:00,VIA-00260 | 2026-08-03 01:34:00+00:00,2026-08-02 21:34:00,VIA-00260,ORD-2026-02932,CAM-30,PROD-002,21.86,C,50.1,0,0,2026-08-03 01:34:00+00:00,21.86,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
6221,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00260 | 2026-08-02 22:34:00,VIA-00260 | 2026-08-03 02:34:00+00:00,2026-08-02 22:34:00,VIA-00260,ORD-2026-02932,CAM-30,PROD-002,22.76,C,44.5,0,0,2026-08-03 02:34:00+00:00,22.76,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
6361,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00265 | 2026-08-26 12:40:00,VIA-00265 | 2026-08-26 16:40:00+00:00,2026-08-26 12:40:00,VIA-00265,ORD-2026-04491,CAM-19,PROD-041,-17.98,C,72.9,0,0,2026-08-26 16:40:00+00:00,-17.98,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
6398,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00267 | 2026-08-14 03:37:00,VIA-00267 | 2026-08-14 07:37:00+00:00,2026-08-14 03:37:00,VIA-00267,ORD-2026-07158,CAM-03,PROD-012,,C,51.8,0,0,2026-08-14 07:37:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
6410,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00268 | 2026-08-14 15:35:00,VIA-00268 | 2026-08-14 19:35:00+00:00,2026-08-14 15:35:00,VIA-00268,ORD-2026-04761,CAM-19,PROD-022,3.49,C,90.9,0,0,2026-08-14 19:35:00+00:00,3.49,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
6478,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00270 | 2026-08-18 01:51:00,VIA-00270 | 2026-08-18 05:51:00+00:00,2026-08-18 01:51:00,VIA-00270,ORD-2026-02523,CAM-08,PROD-004,-999.0,C,87.0,0,0,2026-08-18 05:51:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7122,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00297 | 2026-08-11 19:05:00,VIA-00297 | 2026-08-11 23:05:00+00:00,2026-08-11 19:05:00,VIA-00297,ORD-2026-06424,CAM-03,PROD-024,20.21,C,45.0,0,0,2026-08-11 23:05:00+00:00,20.21,True,2,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
7174,IOT-RNG-001,Humedad fuera del rango intrinseco 0-100 grados de porcentaje,cuarentena,VIA-00299 | 2026-08-12 13:29:00,VIA-00299 | 2026-08-12 17:29:00+00:00,2026-08-12 13:29:00,VIA-00299,ORD-2026-05162,CAM-08,PROD-043,-17.25,C,-81.2,0,0,2026-08-12 17:29:00+00:00,-17.25,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7190,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00300 | 2026-08-20 15:44:00,VIA-00300 | 2026-08-20 19:44:00+00:00,2026-08-20 15:44:00,VIA-00300,ORD-2026-07036,CAM-20,PROD-021,4.72,C,80.6,0,0,2026-08-20 19:44:00+00:00,4.72,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7229,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00302 | 2026-08-26 14:21:00,VIA-00302 | 2026-08-26 18:21:00+00:00,2026-08-26 14:21:00,VIA-00302,ORD-2026-00057,CAM-20,PROD-045,-999.0,C,71.7,0,0,2026-08-26 18:21:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7312,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00305 | 2026-08-23 15:01:00,VIA-00305 | 2026-08-23 19:01:00+00:00,2026-08-23 15:01:00,VIA-00305,ORD-2026-02961,CAM-09,PROD-007,20.73,C,39.4,0,0,2026-08-23 19:01:00+00:00,20.73,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7332,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00306 | 2026-08-05 05:12:00,VIA-00306 | 2026-08-05 09:12:00+00:00,2026-08-05 05:12:00,VIA-00306,ORD-2026-06512,CAM-24,PROD-045,-999.0,C,67.2,0,0,2026-08-05 09:12:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7340,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00306 | 2026-08-05 09:12:00,VIA-00306 | 2026-08-05 13:12:00+00:00,2026-08-05 09:12:00,VIA-00306,ORD-2026-06512,CAM-24,PROD-045,4.37,C,82.2,0,0,2026-08-05 13:12:00+00:00,4.37,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7363,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00307 | 2026-08-31 07:49:00,VIA-00307 | 2026-08-31 11:49:00+00:00,2026-08-31 07:49:00,VIA-00307,ORD-2026-04702,CAM-02,PROD-043,-18.14,C,75.9,0,0,2026-08-31 11:49:00+00:00,-18.14,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7392,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00308 | 2026-08-16 21:21:00,VIA-00308 | 2026-08-17 01:21:00+00:00,2026-08-16 21:21:00,VIA-00308,ORD-2026-02207,CAM-01,PROD-053,,C,94.3,0,0,2026-08-17 01:21:00+00:00,,False,1,no,si,no,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-003,1,1,2
7468,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00312 | 2026-08-03 13:00:00,VIA-00312 | 2026-08-03 17:00:00+00:00,2026-08-03 13:00:00,VIA-00312,ORD-2026-02434,CAM-19,PROD-043,-999.0,C,58.3,0,0,2026-08-03 17:00:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7584,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00316 | 2026-08-18 15:59:00,VIA-00316 | 2026-08-18 19:59:00+00:00,2026-08-18 15:59:00,VIA-00316,ORD-2026-04476,CAM-11,PROD-021,,C,75.0,0,0,2026-08-18 19:59:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7682,IOT-RNG-001,Humedad fuera del rango intrinseco 0-100 grados de porcentaje,cuarentena,VIA-00321 | 2026-08-07 14:40:00,VIA-00321 | 2026-08-07 18:40:00+00:00,2026-08-07 14:40:00,VIA-00321,ORD-2026-04625,CAM-21,PROD-005,18.9,C,-50.5,0,0,2026-08-07 18:40:00+00:00,18.9,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7750,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00323 | 2026-08-07 10:26:00,VIA-00323 | 2026-08-07 14:26:00+00:00,2026-08-07 10:26:00,VIA-00323,ORD-2026-06309,CAM-24,PROD-002,-999.0,C,51.2,0,0,2026-08-07 14:26:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7777,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00324 | 2026-08-19 17:26:00,VIA-00324 | 2026-08-19 21:26:00+00:00,2026-08-19 17:26:00,VIA-00324,ORD-2026-05843,CAM-03,PROD-057,,C,51.0,0,0,2026-08-19 21:26:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7783,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00325 | 2026-08-30 19:56:00,VIA-00325 | 2026-08-30 23:56:00+00:00,2026-08-30 19:56:00,VIA-00325,ORD-2026-00169,CAM-27,PROD-048,,C,48.9,0,0,2026-08-30 23:56:00+00:00,,False,1,no,si,no,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-003,1,1,2
7833,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00327 | 2026-08-29 05:39:00,VIA-00327 | 2026-08-29 09:39:00+00:00,2026-08-29 05:39:00,VIA-00327,ORD-2026-04344,CAM-26,PROD-029,-999.0,C,49.6,0,0,2026-08-29 09:39:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
7855,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00328 | 2026-08-19 05:30:00,VIA-00328 | 2026-08-19 09:30:00+00:00,2026-08-19 05:30:00,VIA-00328,ORD-2026-00921,CAM-19,PROD-054,-17.98,C,67.9,0,0,2026-08-19 09:30:00+00:00,-17.98,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
8029,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00335 | 2026-08-29 14:16:00,VIA-00335 | 2026-08-29 18:16:00+00:00,2026-08-29 14:16:00,VIA-00335,ORD-2026-07179,CAM-29,PROD-030,,C,37.7,0,0,2026-08-29 18:16:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
8390,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00350 | 2026-08-04 05:36:00,VIA-00350 | 2026-08-04 09:36:00+00:00,2026-08-04 05:36:00,VIA-00350,ORD-2026-03587,CAM-21,PROD-018,-999.0,C,51.5,0,0,2026-08-04 09:36:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
8560,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00357 | 2026-08-04 19:26:00,VIA-00357 | 2026-08-04 23:26:00+00:00,2026-08-04 19:26:00,VIA-00357,ORD-2026-04496,CAM-19,PROD-043,-999.0,C,69.6,0,0,2026-08-04 23:26:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
8618,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00360 | 2026-08-06 00:41:00,VIA-00360 | 2026-08-06 04:41:00+00:00,2026-08-06 00:41:00,VIA-00360,ORD-2026-01444,CAM-19,PROD-003,20.09,C,46.5,0,0,2026-08-06 04:41:00+00:00,20.09,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
8697,IOT-FEC-002,Fecha imposible o instante inexistente en America/La_Paz; no se puede fijar el instante,cuarentena,VIA-00363 | 2026-02-31 09:15:00,,2026-02-31 09:15:00,VIA-00363,ORD-2026-07429,CAM-10,PROD-001,2.74,C,70.2,0,0,,2.74,False,1,si,si,si,,,,0,1,0
8701,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00363 | 2026-08-06 05:11:00,VIA-00363 | 2026-08-06 09:11:00+00:00,2026-08-06 05:11:00,VIA-00363,ORD-2026-07429,CAM-10,PROD-001,4.07,C,91.4,0,0,2026-08-06 09:11:00+00:00,4.07,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
8901,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00371 | 2026-08-21 02:19:00,VIA-00371 | 2026-08-21 06:19:00+00:00,2026-08-21 02:19:00,VIA-00371,ORD-2026-05057,CAM-16,PROD-033,18.64,C,48.0,0,0,2026-08-21 06:19:00+00:00,18.64,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
8976,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00374 | 2026-08-05 05:31:00,VIA-00374 | 2026-08-05 09:31:00+00:00,2026-08-05 05:31:00,VIA-00374,ORD-2026-06903,CAM-10,PROD-028,20.95,C,34.5,0,0,2026-08-05 09:31:00+00:00,20.95,True,2,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
9079,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00379 | 2026-08-14 02:26:00,VIA-00379 | 2026-08-14 06:26:00+00:00,2026-08-14 02:26:00,VIA-00379,ORD-2026-04281,CAM-08,PROD-008,-18.33,C,63.4,0,0,2026-08-14 06:26:00+00:00,-18.33,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
9088,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00379 | 2026-08-14 06:56:00,VIA-00379 | 2026-08-14 10:56:00+00:00,2026-08-14 06:56:00,VIA-00379,ORD-2026-04281,CAM-08,PROD-008,-16.48,C,67.8,0,0,2026-08-14 10:56:00+00:00,-16.48,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
9089,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00379 | 2026-08-14 07:26:00,VIA-00379 | 2026-08-14 11:26:00+00:00,2026-08-14 07:26:00,VIA-00379,ORD-2026-04281,CAM-08,PROD-008,-999.0,C,69.1,0,0,2026-08-14 11:26:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
9111,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00380 | 2026-08-01 15:38:00,VIA-00380 | 2026-08-01 19:38:00+00:00,2026-08-01 15:38:00,VIA-00380,ORD-2026-02526,CAM-08,PROD-004,3.39,C,74.5,0,0,2026-08-01 19:38:00+00:00,3.39,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
9216,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00384 | 2026-08-15 19:53:00,VIA-00384 | 2026-08-15 23:53:00+00:00,2026-08-15 19:53:00,VIA-00384,ORD-2026-00605,CAM-06,PROD-014,-999.0,C,52.6,0,0,2026-08-15 23:53:00+00:00,,False,1,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
9334,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00389 | 2026-08-28 14:17:00,VIA-00389 | 2026-08-28 18:17:00+00:00,2026-08-28 14:17:00,VIA-00389,ORD-2026-02236,CAM-26,PROD-058,,C,69.6,0,0,2026-08-28 18:17:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
9383,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00391 | 2026-08-11 04:47:00,VIA-00391 | 2026-08-11 08:47:00+00:00,2026-08-11 04:47:00,VIA-00391,ORD-2026-06429,CAM-19,PROD-028,-999.0,C,41.1,0,0,2026-08-11 08:47:00+00:00,,False,1,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
9457,IOT-FEC-002,Fecha imposible o instante inexistente en America/La_Paz; no se puede fijar el instante,cuarentena,VIA-00394 | 2026-02-31 09:15:00,,2026-02-31 09:15:00,VIA-00394,ORD-2026-07231,CAM-25,PROD-046,19.91,C,41.7,0,0,,19.91,False,1,si,si,si,,,,0,1,0
9526,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00397 | 2026-08-27 02:12:00,VIA-00397 | 2026-08-27 06:12:00+00:00,2026-08-27 02:12:00,VIA-00397,ORD-2026-06382,CAM-02,PROD-002,-999.0,C,49.9,0,0,2026-08-27 06:12:00+00:00,,False,1,no,si,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001,1,1,1
9736,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00406 | 2026-08-08 05:57:00,VIA-00406 | 2026-08-08 09:57:00+00:00,2026-08-08 05:57:00,VIA-00406,ORD-2026-06686,CAM-20,PROD-046,-999.0,C,56.3,0,0,2026-08-08 09:57:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
